ID Registro;Risorsa;Tipologia Risorsa;Valuta;Codice ISO;Importo;Data Movimento;Passaggio Fondi;Annotazioni;CashFlow - Categoria;CashFlow - Dettaglio
0037958b-7f92-4236-ab7c-f0a028816e59;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;326,17;09/09/2015;No;Movimento casuale - entrata;Reparti Operativi;Hardware
00382274-58d4-4bcd-b34f-a48f9fe4e0d9;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;-178,73;22/04/2019;No;Movimento casuale - uscita;Reparti Operativi;Software
003c75bd-dd3d-4820-9a95-dfc0a32bf9e7;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;4064,3;23/11/2019;No;Movimento casuale - entrata;Reparti Operativi;Software
003ddc40-9fd3-4c7d-9c96-737f90ad698d;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;3949,77;06/01/2021;No;Movimento casuale - entrata;Reparti Operativi;Software
003f09c6-704c-454c-8b31-c2755c9549d8;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;2029,47;27/11/2024;No;Movimento casuale - entrata;Reparti Operativi;Software
003fcc68-7a03-4c89-967a-877fee2b508b;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;-4044,32;01/06/2024;No;Movimento casuale - uscita;Reparti Operativi;Hardware
00469f6a-76c0-49f8-a0fb-be40e1a67e22;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;4048,22;26/04/2024;No;Movimento casuale - entrata;Reparti Operativi;Hardware
0046ec47-04b4-4016-a0cf-78ed04f0a14d;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;-165,4;26/08/2018;No;Movimento casuale - uscita;Reparti Operativi;Software
004cec92-4e1a-4f0c-b382-8c87486fc800;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;-536,54;06/07/2020;No;Movimento casuale - uscita;Reparti Operativi;Software
004dcadd-5104-4d1f-a854-37ae4fc9f508;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;-3937,18;26/01/2019;No;Movimento casuale - uscita;Reparti Operativi;Hardware
004fd139-636d-4423-9e7c-b87cba61074e;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;-1217,14;12/09/2019;No;Movimento casuale - uscita;Reparti Operativi;Software
00524a73-babc-4919-93f0-aab1f97daeff;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;-894,59;07/06/2019;No;Movimento casuale - uscita;Reparti Operativi;Software
00579241-f976-4fa8-9df0-4e737a77efea;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;-3664,27;18/12/2024;No;Movimento casuale - uscita;Reparti Operativi;Software
0057f554-a7a7-4bba-9eb6-2a49507aca1a;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;-1221,36;09/05/2017;No;Movimento casuale - uscita;Reparti Operativi;Hardware
005b84f1-54bf-48c5-b958-6fb7dd54da1d;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;3775,71;30/07/2018;No;Movimento casuale - entrata;Reparti Operativi;Software
005da081-0b3f-4642-83e8-2bd24839a619;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;-4524,56;28/11/2024;No;Movimento casuale - uscita;Reparti Operativi;Software
005e9411-1f3e-439c-94d4-f6f6b37a37d1;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;4829,1;08/12/2021;No;Movimento casuale - entrata;Reparti Operativi;Hardware
005eb195-b793-4cac-b8d8-9bafb221cfdc;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;531,42;28/12/2024;No;Movimento casuale - entrata;Reparti Operativi;Hardware
005f81b3-3d20-4de3-9ef3-6f5a45ab660f;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;-1166,46;29/07/2019;No;Movimento casuale - uscita;Reparti Operativi;Hardware
005fc54f-0a6c-4306-8170-c04a2aa9df06;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;-4662,16;27/04/2017;No;Movimento casuale - uscita;Reparti Operativi;Software
0061d65f-99af-450c-99ab-439e77b5d2f4;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;2707,95;26/08/2024;No;Movimento casuale - entrata;Reparti Operativi;Software
0062297f-121b-4772-9864-02a76de96794;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;1018,55;07/04/2025;No;Movimento casuale - entrata;Reparti Operativi;Software
00628ee4-2364-426c-806e-631a8d404728;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;3746,33;14/06/2019;No;Movimento casuale - entrata;Reparti Operativi;Hardware
00634a80-7e77-49eb-8300-0837ad39ae69;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;4445,59;28/05/2016;No;Movimento casuale - entrata;Reparti Operativi;Hardware
006451b8-d9d0-49ac-92c4-b26a2860d64a;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;3081,9;25/01/2023;No;Movimento casuale - entrata;Reparti Operativi;Hardware
0065bd72-7d06-4a5d-94c6-137382bdf79a;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;-1863,44;08/09/2016;No;Movimento casuale - uscita;Reparti Operativi;Software
0066cd8f-f60c-4457-a765-225497e1c982;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;-1708,93;25/09/2024;No;Movimento casuale - uscita;Reparti Operativi;Software
00687534-73b0-4ba2-915c-7d836b4684f9;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;-80;04/01/2021;No;rata leasing;Logistica;Auto Aziendali
006be91b-69fd-4ecd-af68-a263957aee60;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;50000;01/06/2024;Si;Nessuna;Logistica;Auto Aziendali
006bf8a5-6a7a-454e-8cae-19fe8313a6f4;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;4805,57;04/04/2020;No;Movimento casuale - entrata;Reparti Operativi;Hardware
0070e8da-af4d-4aa1-9b55-da27947e2d10;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;-1484,36;14/07/2020;No;Movimento casuale - uscita;Reparti Operativi;Hardware
007394de-a6f6-476f-b2f3-ec5755600aff;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;-1126,52;06/09/2018;No;Movimento casuale - uscita;Reparti Operativi;Software
00763497-33f6-40bd-a3bc-67efcce65589;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;4158,48;09/03/2015;No;Movimento casuale - entrata;Reparti Operativi;Hardware
007b175f-805a-474a-a761-0fa00c3f0ac9;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;3789,32;13/04/2021;No;Movimento casuale - entrata;Reparti Operativi;Hardware
007b3255-f644-48e9-b8b5-f633d81e0aca;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;-231,06;08/02/2018;No;Movimento casuale - uscita;Reparti Operativi;Hardware
007ea0e6-be38-4911-9a14-a367715d88a8;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;-2562,6;12/01/2024;No;Movimento casuale - uscita;Reparti Operativi;Software
00846c1c-e5d6-4af2-8749-a746b5a0b4ff;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;2900;25/03/2021;No;Movimento casuale - entrata;Reparti Operativi;Hardware
0089ec80-3d57-4da6-9dea-f21a3d22c318;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;-202,49;12/02/2019;No;Movimento casuale - uscita;Reparti Operativi;Software
008c54fa-14c4-4da6-8f87-d9ac17faf1ca;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;-654,59;22/09/2018;No;Movimento casuale - uscita;Reparti Operativi;Software
008d9f93-4fe8-43d4-bfe7-be66cfef6e4f;IT25O030692008000000001585;Conti Correnti - Deposito;Euro;EUR;-750,88;01/06/2024;No;Rata prestito bancario;Finanziamenti;Prestito bancario
008f8600-3c16-429a-ab35-9e36cbb85435;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;-2413,69;04/10/2019;No;Movimento casuale - uscita;Reparti Operativi;Software
00916ffd-afa4-4457-9b4b-18e12d284e0a;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;-2481,21;09/03/2021;No;Movimento casuale - uscita;Reparti Operativi;Hardware
009333b6-735f-48d2-b678-62b08092c32c;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;2171,24;02/11/2018;No;Movimento casuale - entrata;Reparti Operativi;Software
009733e8-142e-4389-8dc2-ecb4cdf0544b;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;-3549,5;01/05/2024;No;Movimento casuale - uscita;Reparti Operativi;Hardware
009a73ff-854e-4cc4-87a5-f73236dae194;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;3299,36;09/03/2016;No;Movimento casuale - entrata;Reparti Operativi;Hardware
009b7281-fbf8-48bc-a85e-8c5ea2be9f96;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;3312,89;02/11/2024;No;Movimento casuale - entrata;Reparti Operativi;Hardware
009d3d3c-0c01-412e-8753-5d1650425578;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;-400,56;05/12/2022;No;Movimento casuale - uscita;Reparti Operativi;Hardware
00a22c00-5be1-47bd-b98f-ab2263e3dd78;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;3392,46;28/08/2024;No;Movimento casuale - entrata;Reparti Operativi;Software
00a76186-da64-4d6b-b62e-253cdccccd06;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;4106,51;17/08/2019;No;Movimento casuale - entrata;Reparti Operativi;Software
00ac5398-938a-4a13-82d4-d4a69baf3e5c;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;-4230,97;10/04/2022;No;Movimento casuale - uscita;Reparti Operativi;Software
00ac9f57-0794-456f-87e7-bc20ae6df244;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;-416,24;17/11/2023;No;Movimento casuale - uscita;Reparti Operativi;Software
00afe710-6807-4989-83b0-7364e680e086;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;4710,78;23/04/2025;No;Movimento casuale - entrata;Reparti Operativi;Software
00b07e01-b69e-49bc-8c70-4a175289666a;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;-2658,49;19/01/2016;No;Movimento casuale - uscita;Reparti Operativi;Software
00b6b8e8-71b1-4331-8802-5e4de1499f61;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;3897,24;26/12/2020;No;Movimento casuale - entrata;Reparti Operativi;Hardware
00cbca0d-04bd-4979-9cee-9cb56aca664b;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;-1626,53;13/06/2022;No;Movimento casuale - uscita;Reparti Operativi;Software
00d7fe7b-16ae-4c77-a1ca-5dee24a8a779;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;-2122,65;20/10/2018;No;Movimento casuale - uscita;Reparti Operativi;Hardware
00d9fad8-0b4c-4f5a-8a91-5acff8d32f3d;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;-2174,84;13/10/2018;No;Movimento casuale - uscita;Reparti Operativi;Software
00dbca0a-83fb-435b-9fa8-a299c5ecb443;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;-566,35;06/11/2019;No;Movimento casuale - uscita;Reparti Operativi;Software
00dd55d6-daac-4aaf-ba3b-b5be941be3f8;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;-1618,26;05/06/2025;No;Movimento casuale - uscita;Reparti Operativi;Hardware
00df0e8a-0811-4708-b321-ba8a2643a52c;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;-1168,71;29/11/2022;No;Movimento casuale - uscita;Reparti Operativi;Software
00dfb221-cac4-409b-9ed9-dc42e7770b7f;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;-489,16;20/05/2016;No;Movimento casuale - uscita;Reparti Operativi;Hardware
00e4d9a0-177f-48b3-9a41-9969f0729183;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;2760,46;19/10/2020;No;Movimento casuale - entrata;Reparti Operativi;Software
00e81930-4d8f-45d6-9fbe-daa1588dc054;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;-3809,71;07/12/2018;No;Movimento casuale - uscita;Reparti Operativi;Software
00eb134c-c942-4200-9048-12b28af83254;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;-803,92;08/12/2016;No;Movimento casuale - uscita;Reparti Operativi;Hardware
00ecd857-69b1-4fa9-b896-1aee280d34d8;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;-3580,05;15/08/2023;No;Movimento casuale - uscita;Reparti Operativi;Hardware
00f0d3b8-a5a7-4d07-b1a7-88096307abf0;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;-3969,25;03/08/2016;No;Movimento casuale - uscita;Reparti Operativi;Software
00f3046f-9823-4387-823f-3361a8a20d21;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;-3997,5;04/04/2021;No;Movimento casuale - uscita;Reparti Operativi;Software
00f7149a-44b3-4150-b04e-d9b9251f6ac4;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;-1105,62;31/05/2025;No;Movimento casuale - uscita;Reparti Operativi;Hardware
00fe059a-7a21-48e0-89ca-10a9f645e4ea;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;1339,1;03/03/2016;No;Movimento casuale - entrata;Reparti Operativi;Software
0105a2ee-5af4-46df-9258-7eb18b275cc5;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;-3368,37;02/01/2023;No;Movimento casuale - uscita;Reparti Operativi;Hardware
01079dba-b6e9-4eed-8cb2-839e3e1cfde7;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;290,12;16/10/2017;No;Movimento casuale - entrata;Reparti Operativi;Software
01095000-f439-4493-a003-bf651e48d341;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;-298,56;10/04/2018;No;Movimento casuale - uscita;Reparti Operativi;Software
010a8404-31a2-4067-994d-e0c7c373113b;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;4158,68;17/01/2025;No;Movimento casuale - entrata;Reparti Operativi;Software
010b0a11-3e49-47c4-b9d9-b249445a45d2;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;-4325,83;23/03/2025;No;Movimento casuale - uscita;Reparti Operativi;Hardware
010c5474-9ca8-40ea-a484-6af6da5a0f91;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;-1817,3;16/08/2019;No;Movimento casuale - uscita;Reparti Operativi;Software
010f6f2f-6cea-42f8-b0ea-845ca65fc689;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;-810,63;27/05/2022;No;Movimento casuale - uscita;Reparti Operativi;Software
011118a9-8283-4625-ae6f-70630f103fdb;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;4796,48;18/01/2019;No;Movimento casuale - entrata;Reparti Operativi;Hardware
01123ed2-8f57-44eb-b395-b32b64351b69;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;-4624,89;25/06/2016;No;Movimento casuale - uscita;Reparti Operativi;Software
0113ee63-5258-4a3d-9d74-96191441e86e;IT25O030692008000000001585;Conti Correnti - Deposito;Euro;EUR;60000;10/02/2022;No;Conferimento soci - February 2022;Finanziamenti;Conferimento quota capitale
0118256a-f484-472e-b7c1-36c6009a1948;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;-3913,25;23/04/2025;No;Movimento casuale - uscita;Reparti Operativi;Hardware
0118c8bf-d479-4ef1-9c16-29e318838bdc;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;482,29;21/10/2019;No;Movimento casuale - entrata;Reparti Operativi;Software
011e8812-07b4-4fef-9429-0ad1c58b0adb;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;-3725,58;20/03/2020;No;Movimento casuale - uscita;Reparti Operativi;Software
0120b646-df93-421f-8236-9863e3e93c63;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;3330,03;07/11/2022;No;Movimento casuale - entrata;Reparti Operativi;Hardware
0121f62f-c596-464d-8d9b-dcd1b6974476;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;3977,44;11/01/2016;No;Movimento casuale - entrata;Reparti Operativi;Hardware
01243af5-5639-464a-b4d2-659542a1c943;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;1992,65;25/08/2024;No;Movimento casuale - entrata;Reparti Operativi;Software
01251fd7-9399-4860-afc3-538f5023817e;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;-1213,23;13/05/2017;No;Movimento casuale - uscita;Reparti Operativi;Hardware
01257a67-21f5-4213-9daa-ca2715e1f6b0;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;2483,91;25/08/2020;No;Movimento casuale - entrata;Reparti Operativi;Software
01276900-ab2d-41d0-a7eb-7ce90fd44843;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;2554,61;08/02/2021;No;Movimento casuale - entrata;Reparti Operativi;Hardware
0129ae5e-a57d-4c1d-a185-8148e74208a6;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;2045,51;11/03/2022;No;Movimento casuale - entrata;Reparti Operativi;Software
0130a4aa-b205-4297-83c0-888238077024;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;-1674,13;11/10/2024;No;Movimento casuale - uscita;Reparti Operativi;Hardware
0130e8a6-3800-45ea-aa05-6336fe154508;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;1856,37;17/05/2024;No;Movimento casuale - entrata;Reparti Operativi;Software
01339b8d-7fa0-4b15-9071-898599aebd99;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;2220,32;30/01/2018;No;Movimento casuale - entrata;Reparti Operativi;Hardware
013a61dc-9809-4ee7-80b0-df2f7d0cfe41;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;3367,47;11/08/2016;No;Movimento casuale - entrata;Reparti Operativi;Software
013f8d5d-5e90-477f-a3fd-c64dab2fd5e1;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;1873,29;28/02/2018;No;Movimento casuale - entrata;Reparti Operativi;Software
014234c9-537c-417e-953a-9625b340a356;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;2160,58;23/03/2025;No;Movimento casuale - entrata;Reparti Operativi;Software
01439926-ecda-4735-b139-2632f521fd53;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;-2824,64;02/01/2022;No;Movimento casuale - uscita;Reparti Operativi;Hardware
0144d90c-39ef-48de-a208-437b598efac6;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;1368,64;16/03/2019;No;Movimento casuale - entrata;Reparti Operativi;Hardware
0146fac3-fb48-4d29-8019-9f7cc9f50fde;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;2892,22;09/07/2015;No;Movimento casuale - entrata;Reparti Operativi;Software
014a7b9c-dbf0-4894-a001-d97fdbf3c58b;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;4261,05;27/10/2024;No;Movimento casuale - entrata;Reparti Operativi;Software
014c6e71-b129-4abb-9a1a-158b299af0de;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;4518,41;09/12/2016;No;Movimento casuale - entrata;Reparti Operativi;Software
01536b3a-f359-4e0e-8a6f-6e7af40c297c;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;473,3;01/09/2023;No;Movimento casuale - entrata;Reparti Operativi;Hardware
0156b944-0119-46cf-87e9-d39ff7356c63;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;-1973,54;19/04/2018;No;Movimento casuale - uscita;Reparti Operativi;Software
0158a85c-6fe1-438d-aab4-c79bf88c3a20;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;3879,32;18/02/2021;No;Movimento casuale - entrata;Reparti Operativi;Hardware
015e99fc-d681-4c33-b253-760e3c609c1d;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;1712,01;02/02/2023;No;Movimento casuale - entrata;Reparti Operativi;Hardware
015ebc86-5814-4e59-a047-cf219c313479;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;-870;16/12/2020;No;Movimento casuale - uscita;Reparti Operativi;Software
01605b1d-8a90-46ff-b950-ac737ed23f34;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;3868,83;28/06/2016;No;Movimento casuale - entrata;Reparti Operativi;Software
0162b093-b788-4cbb-bd37-cf86e637e7a9;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;1181,18;11/03/2015;No;Movimento casuale - entrata;Reparti Operativi;Hardware
01692a8e-8473-4c95-bc03-403ea0695570;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;-3330,35;13/02/2024;No;Movimento casuale - uscita;Reparti Operativi;Hardware
016f21ca-5c31-4eac-9347-f86707a75636;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;917,71;06/11/2024;No;Movimento casuale - entrata;Reparti Operativi;Hardware
0173de00-fea4-4b1f-9dbb-77571b332df0;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;-859,94;23/01/2024;No;Movimento casuale - uscita;Reparti Operativi;Software
0175a5fe-0239-4158-aef0-120aacb58c26;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;2486,73;06/06/2015;No;Movimento casuale - entrata;Reparti Operativi;Hardware
0176a4b5-11c1-441d-a1b7-7a3d0b645205;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;475,39;11/03/2024;No;Movimento casuale - entrata;Reparti Operativi;Software
017738e4-d981-4f66-83e3-6b37227128cd;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;392,92;31/08/2021;No;Movimento casuale - entrata;Reparti Operativi;Hardware
017a1ccf-8601-4813-be50-2d467d110dab;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;4565,18;09/04/2024;No;Movimento casuale - entrata;Reparti Operativi;Software
017a446c-9865-45b6-b671-06b8275c9462;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;3481,84;24/10/2020;No;Movimento casuale - entrata;Reparti Operativi;Hardware
017ce623-3c38-46e5-ae8f-83a58bf91a9d;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;319,98;12/12/2017;No;Movimento casuale - entrata;Reparti Operativi;Hardware
017e87fd-dae0-4785-902b-495cb56a1e2e;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;-2717,52;28/12/2021;No;Movimento casuale - uscita;Reparti Operativi;Hardware
017edc2d-130b-422e-a394-4f4f920729e0;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;-4862,91;03/06/2022;No;Movimento casuale - uscita;Reparti Operativi;Hardware
01847d88-fcdf-440f-a5fd-caab4d6384f2;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;-874,04;20/01/2021;No;Movimento casuale - uscita;Reparti Operativi;Hardware
018666d3-5409-4ec6-b85a-5b9744d85784;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;-454,12;22/10/2020;No;Movimento casuale - uscita;Reparti Operativi;Hardware
01884235-54b3-4a46-963f-5e4fcc864c69;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;850,19;22/03/2022;No;Movimento casuale - entrata;Reparti Operativi;Software
018e2c2e-d565-442d-a829-c878bbf68825;IT25O030692008000000081100;Conti Correnti - Operativi;Euro;EUR;-738,73;06/08/2018;No;Movimento casuale - uscita;Reparti Operativi;Software
01905695-a91d-4efa-b625-2de206c351f5;IT25O0200508000000001908;Conti Correnti - Operativi;Euro;EUR;2159,2;09/09/2015;No;Movimento casuale - entrata;Reparti Operativi;Hardware
