categoria_dettaglio;anno;anno_mese;N_month;sum_abs_month;med_N_month_base;med_sum_abs_base;mad_sum_abs_base;mean_active_months_per_year;cadence_type;amount_band_low;amount_band_high;p_active_moy;active_months_in_year;delta_Hn_month_vs_base;delta_Hn_month_vs_year;delta_Hn_year;label_liv2;severity;reasons_liv2
Auto Aziendali;2015;2015-11;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2015;2015-12;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2016;2016-01;2.0;160.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;11;0.48501930982964014;0.21960534587680536;0.2654139639528348;amount_spike;3;duplicate_in_fixed N=2|N_month=2>= 2.0x medN=1.0|sum_abs=160.00>=max(band_high=96.00, 2.0x80.00)|entropy_shift_vs_base=+0.485
Auto Aziendali;2016;2016-02;0.0;0.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;11;;;;;0;
Auto Aziendali;2016;2016-03;2.0;160.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;11;0.48501930982964014;0.21960534587680536;0.2654139639528348;amount_spike;3;duplicate_in_fixed N=2|N_month=2>= 2.0x medN=1.0|sum_abs=160.00>=max(band_high=96.00, 2.0x80.00)|entropy_shift_vs_base=+0.485
Auto Aziendali;2016;2016-04;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;11;0.5920370194249969;0.3266230554721621;0.2654139639528348;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.327
Auto Aziendali;2016;2016-05;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;11;0.5920370194249969;0.3266230554721621;0.2654139639528348;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.327
Auto Aziendali;2016;2016-06;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;11;0.5920370194249969;0.3266230554721621;0.2654139639528348;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.327
Auto Aziendali;2016;2016-07;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;11;0.5920370194249969;0.3266230554721621;0.2654139639528348;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.327
Auto Aziendali;2016;2016-08;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;11;0.5920370194249969;0.3266230554721621;0.2654139639528348;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.327
Auto Aziendali;2016;2016-09;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;11;0.5920370194249969;0.3266230554721621;0.2654139639528348;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.327
Auto Aziendali;2016;2016-10;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;11;0.5920370194249969;0.3266230554721621;0.2654139639528348;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.327
Auto Aziendali;2016;2016-11;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;11;0.5920370194249969;0.3266230554721621;0.2654139639528348;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.327
Auto Aziendali;2016;2016-12;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;11;0.5920370194249969;0.3266230554721621;0.2654139639528348;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.327
Auto Aziendali;2017;2017-01;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2017;2017-02;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2017;2017-03;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2017;2017-04;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2017;2017-05;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2017;2017-06;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2017;2017-07;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2017;2017-08;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2017;2017-09;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2017;2017-10;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2017;2017-11;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2017;2017-12;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2018;2018-01;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2018;2018-02;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2018;2018-03;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2018;2018-04;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2018;2018-05;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2018;2018-06;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2018;2018-07;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2018;2018-08;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2018;2018-09;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2018;2018-10;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2018;2018-11;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2018;2018-12;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2019;2019-01;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2019;2019-02;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2019;2019-03;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2019;2019-04;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2019;2019-05;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2019;2019-06;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2019;2019-07;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2019;2019-08;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2019;2019-09;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2019;2019-10;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2019;2019-11;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2019;2019-12;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2020;2020-01;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2020;2020-02;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2020;2020-03;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2020;2020-04;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2020;2020-05;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2020;2020-06;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2020;2020-07;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2020;2020-08;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2020;2020-09;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2020;2020-10;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2020;2020-11;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2020;2020-12;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2021;2021-01;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2021;2021-02;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2021;2021-03;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2021;2021-04;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2021;2021-05;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2021;2021-06;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2021;2021-07;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2021;2021-08;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2021;2021-09;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2021;2021-10;2.0;160.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.48501930982964014;0.4400457978182572;0.04497351201138294;amount_spike;3;duplicate_in_fixed N=2|N_month=2>= 2.0x medN=1.0|sum_abs=160.00>=max(band_high=96.00, 2.0x80.00)|entropy_shift_vs_base=+0.485|entropy_shift_vs_year=+0.440
Auto Aziendali;2021;2021-11;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2021;2021-12;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2022;2022-01;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2022;2022-02;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
